ride_id,driver_name,passenger_name,pickup_city,dropoff_city,fare_amount,ride_distance_km,ride_status,requested_at,completed_at,rating,payment_method
3846,Priya Gurung,Meena Adhikari,Butwal,Lalitpur,19.28,22.06,completed,2024-09-29 14:16:43,2024-09-29 15:25:40.981481,3.4,cash
3847,ramesh shrestha,Manish Bajracharya,Kirtipur,Hetauda,256.14,38.65,completed,2024-07-13 06:34:34,2024-07-13 07:02:39.721954,3.7,cash
3848,Rajan Pandey,Ashok Neupane,Bhaktapur,Biratnagar,789.93,16.62,cancelled,2024-07-05 14:46:17,,,
3849,Ramesh Shrestha,Sunita KC,Lalitpur,Kirtipur,2923.72,3.35,cancelled,2024-09-03 22:47:16,,,khalti
3850,Sita Tamang,Sanjay Maharjan,Kirtipur,Hetauda,303.12,22.77,completed,2024-12-22 08:05:12,2024-12-22 08:29:28.377621,4.2,esewa
3851,Ramesh Shrestha,Sanjay Maharjan,Bhaktapur,Butwal,752.21,23.5,completed,2024-04-06 08:28:58,2024-04-06 08:55:59.801523,2.8,cash
3852,Bikash Karki,Nabin Chand,Lalitpur,Pokhara,723.11,4.82,cancelled,2024-10-10 17:14:48,,,card
3853,Kabita Lama,Pratima Hamal,Bhaktapur,Pokhara,182.47,40.64,completed,2024-04-02 13:34:43,2024-04-02 14:13:39.764528,3.4,esewa
3854,deepak thapa,Laxmi Shrestha,Lalitpur,Chitwan,359.89,5.7,no_show,2024-06-19 13:22:57,,,esewa
3855,Deepak Thapa,Sanjay Maharjan,Bhaktapur,Chitwan,452.82,20.8,cancelled,2024-09-04 15:19:21,,,
3856,deepak thapa,Meena Adhikari,Birgunj,Kathmandu,320.76,39.73,completed,2024-06-01 06:43:48,2024-06-01 08:02:34.667713,3.1,cash
3857,Sita Tamang,Rekha Tiwari,Biratnagar,Pokhara,178.25,8.1,completed,2024-10-16 06:32:25,2024-10-16 07:59:05.245108,2.9,cash
3858,Nisha Bista,Bijay Yadav,Kathmandu,Kirtipur,227.71,27.69,completed,2024-11-06 13:45:38,2024-11-06 14:19:26.533649,,card
3859,Rajan Pandey,Sabina Dahal,Biratnagar,Kathmandu,500.03,32.68,cancelled,2024-04-16 00:14:57,,,khalti
3860,Nisha Bista,Ritu Koirala,Butwal,Hetauda,142.63,31.24,cancelled,2024-08-20 10:21:15,,,cash
3861,Sita Tamang,Nabin Chand,Bhaktapur,Birgunj,95.2,23.12,completed,2024-12-15 15:11:58,2024-12-15 15:21:13.316983,4.8,cash
3862,Rajan Pandey,Suman Giri,Kathmandu,Kirtipur,371.6,6.85,cancelled,2024-03-20 03:43:25,,,cash
3863,Deepak Thapa,Arun Joshi,Chitwan,Biratnagar,717.24,6.0,cancelled,2024-11-01 10:20:47,,,card
3864,Sita Tamang,Sunita KC,Butwal,Hetauda,293.14,21.54,completed,2024-10-24 01:26:34,2024-10-24 02:45:52.577605,3.4,cash
3865,Sita  Tamang,Arun Joshi,Biratnagar,Chitwan,728.72,38.13,completed,2024-11-02 09:52:46,2024-11-02 10:07:06.832808,2.7,card
3866,ramesh shrestha,Meena Adhikari,Chitwan,Kirtipur,18.53,2.23,completed,2024-02-16 21:24:45,2024-02-16 21:50:21.115044,2.7,cash
3867,Anita Rai,Meena Adhikari,Butwal,Kathmandu,358.15,8.94,cancelled,2024-04-04 06:17:39,,,cash
3868,Bikash Karki,Manish Bajracharya,Lalitpur,Chitwan,148.23,13.31,completed,2024-08-17 16:49:11,2024-08-17 17:38:35.579529,2.9,khalti
3869,Kabita Lama,Meena Adhikari,Bhaktapur,Kathmandu,339.18,43.37,completed,2024-08-13 17:04:11,2024-08-13 17:12:13.991720,4.1,cash
3870,Nisha Bista,Rohan Shah,Lalitpur,Butwal,604.81,13.22,no_show,2024-09-04 17:05:36,,,cash
3871,Priya Gurung,Prem Basnet,Kirtipur,Lalitpur,502.82,1.3,completed,2024-06-13 15:49:07,2024-06-13 16:36:49.809022,3.9,khalti
3872,Ramesh Shrestha,Ritu Koirala,Kathmandu,Chitwan,691.86,27.3,no_show,2024-02-13 11:22:26,,,card
3873,Anita Rai,Sanjay Maharjan,Birgunj,Pokhara,408.37,25.28,cancelled,2024-03-21 23:46:01,,,
3874,Sita Tamang,Sanjay Maharjan,Kathmandu,Pokhara,306.63,44.64,no_show,2024-07-26 01:26:15,,,cash
3875,Anita Rai,Bina Ghimire,Kathmandu,Bhaktapur,656.7,23.46,cancelled,2024-01-09 01:55:17,,,
3876,Priya Gurung,Meena Adhikari,Hetauda,Butwal,211.74,9.59,completed,2024-05-07 00:40:33,2024-05-07 01:17:02.391921,3.4,cash
3877,Kabita Lama,Nabin Chand,Birgunj,Butwal,678.41,23.32,cancelled,2024-04-23 23:53:25,,,cash
3878,Kabita Lama,Rekha Tiwari,Kathmandu,Chitwan,154.77,42.08,completed,2024-12-30 02:06:38,2024-12-30 02:58:05.800403,4.3,cash
3879,Bikash Karki,Dipesh Oli,Birgunj,Kathmandu,703.22,9.36,completed,2024-03-01 03:11:15,2024-03-01 03:39:37.732821,2.6,cash
3880,Nisha Bista,Prem Basnet,Birgunj,Hetauda,108.13,29.63,cancelled,2024-08-11 17:59:21,,,cash
3881,Bikash Karki,Prem Basnet,Chitwan,Bhaktapur,121.77,21.0,completed,2024-10-05 02:03:11,2024-10-05 02:22:31.205755,3.7,cash
3882,Bikash Karki,Kavya Poudel,Lalitpur,Birgunj,449.72,21.63,completed,2024-07-06 02:12:48,2024-07-06 03:31:42.363332,4.3,khalti
3883,Deepak Thapa,Sunita KC,Kirtipur,Birgunj,2267.62,7.87,no_show,2024-05-13 10:26:31,,,esewa
3884,Bikash Karki,Pratima Hamal,Bhaktapur,Pokhara,307.19,37.91,cancelled,2024-03-29 13:38:58,,,cash
3885,Sita  Tamang,Ritu Koirala,Biratnagar,Chitwan,714.41,16.37,cancelled,2024-05-04 18:15:22,,,cash
3886,Sita  Tamang,Arun Joshi,Pokhara,Lalitpur,408.68,23.2,cancelled,2024-04-03 11:48:04,,,cash
3887,Anita Rai,Sanjay Maharjan,Kirtipur,Hetauda,604.76,7.97,completed,2024-10-21 11:07:55,2024-10-21 11:52:47.767847,,cash
3888,Nisha Bista,Laxmi Shrestha,Kathmandu,Bhaktapur,793.53,14.48,completed,2024-01-11 11:05:07,2024-01-11 11:22:16.074352,3.6,khalti
3889,Rajan Pandey,Sunita KC,Hetauda,Birgunj,143.17,41.61,cancelled,2024-08-25 13:31:27,,,esewa
3890,Ramesh Shrestha,Rekha Tiwari,Butwal,Biratnagar,707.03,19.53,completed,2024-10-25 17:02:50,2024-10-25 18:24:02.283112,3.0,cash
3891,deepak thapa,Nabin Chand,Birgunj,Bhaktapur,300.0,10.9,no_show,2024-03-29 05:43:54,,,cash
3892,Deepak Thapa,Sanjay Maharjan,Pokhara,Lalitpur,503.9,18.96,completed,2024-04-18 16:52:41,2024-04-18 17:09:54.330197,2.5,cash
3893,Nisha Bista,Bijay Yadav,Pokhara,Butwal,2721.86,10.94,no_show,2024-09-10 15:34:46,,,cash
3894,Priya Gurung,Sunita KC,Kathmandu,Chitwan,216.4,8.94,completed,2024-07-12 12:58:10,2024-07-12 13:45:08.436960,4.2,cash
3895,Ramesh Shrestha,Suman Giri,Kirtipur,Birgunj,403.43,13.38,no_show,2024-01-03 14:55:44,,,esewa
3896,Kabita Lama,Kavya Poudel,Birgunj,Kathmandu,231.67,25.19,completed,2024-06-27 00:49:38,2024-06-27 01:55:46.742447,2.8,esewa
3897,deepak thapa,Nabin Chand,Chitwan,Kirtipur,111.85,22.7,completed,2024-07-05 18:38:40,2024-07-05 19:18:50.779708,4.3,esewa
3898,Suresh Magar,Meena Adhikari,Hetauda,Birgunj,295.44,32.16,no_show,2024-07-01 22:51:09,,,cash
3899,Sita Tamang,Ashok Neupane,Hetauda,Hetauda,440.04,9.53,completed,2024-09-24 14:11:01,2024-09-24 15:00:31.983819,2.9,cash
3900,Rajan Pandey,Sabina Dahal,Butwal,Kathmandu,164.84,1.52,cancelled,2024-03-16 05:28:04,,,khalti
3901,Bikash Karki,Sabina Dahal,Chitwan,Lalitpur,549.38,35.8,cancelled,2024-06-29 04:51:11,,,khalti
3902,Rajan Pandey,Ritu Koirala,Chitwan,Lalitpur,82.38,42.99,no_show,2024-10-11 21:18:35,,,cash
3903,Suresh Magar,Niraj Acharya,Kirtipur,Bhaktapur,270.27,7.92,completed,2024-06-01 09:34:17,2024-06-01 10:13:34.798227,3.9,card
3904,ramesh shrestha,Sanjay Maharjan,Kathmandu,Butwal,139.48,33.95,cancelled,2024-04-29 18:40:17,,,card
3905,Bikash Karki,Kavya Poudel,Bhaktapur,Biratnagar,351.46,37.16,cancelled,2024-12-28 15:49:42,,,
3906,Rajan Pandey,Sabina Dahal,Kirtipur,Kathmandu,606.33,32.03,cancelled,2024-05-01 23:40:54,,,cash
3907,Priya Gurung,Meena Adhikari,Hetauda,Birgunj,500.0,25.6,no_show,2024-09-03 02:53:14,,,esewa
3908,Deepak Thapa,Nabin Chand,Pokhara,Lalitpur,12.82,35.1,completed,2024-12-09 09:40:41,2024-12-09 10:16:15.165753,3.8,card
3909,Sita Tamang,Arun Joshi,Biratnagar,Hetauda,233.41,23.96,completed,2024-05-20 09:49:48,2024-05-20 11:18:38.690901,4.9,khalti
3910,Nisha Bista,Kavya Poudel,Birgunj,Kathmandu,200.0,22.14,cancelled,2024-11-13 00:25:36,,,
3911,Priya Gurung,Sabina Dahal,Kirtipur,Chitwan,487.4,29.23,completed,2024-05-28 20:10:48,2024-05-28 20:44:36.953935,4.1,khalti
3912,deepak thapa,Prem Basnet,Chitwan,Birgunj,433.3,8.38,completed,2024-08-21 03:45:09,2024-08-21 04:13:21.311327,2.9,cash
3913,Ramesh Shrestha,Ashok Neupane,Hetauda,Pokhara,452.98,15.62,completed,2024-01-21 00:32:55,2024-01-21 00:49:09.356968,3.7,card
3914,Deepak Thapa,Prem Basnet,Kathmandu,Lalitpur,243.54,39.5,cancelled,2024-11-19 12:10:29,,,card
3915,Bikash Karki,Arun Joshi,Biratnagar,Biratnagar,500.0,29.65,completed,2024-01-20 12:09:38,2024-01-20 12:17:27.159584,2.9,cash
3916,Nisha Bista,Bijay Yadav,Kirtipur,Pokhara,2206.99,36.16,cancelled,2024-02-01 10:44:17,,,cash
3917,Deepak Thapa,Suman Giri,Bhaktapur,Biratnagar,240.02,10.98,no_show,2024-04-22 08:04:01,,,khalti
3918,Bikash Karki,Rekha Tiwari,Kirtipur,Chitwan,411.62,21.01,completed,2024-06-18 10:24:36,2024-06-18 10:58:19.770529,2.8,cash
3919,Bikash Karki,Bijay Yadav,Chitwan,Hetauda,337.21,7.28,cancelled,2024-05-31 05:19:24,,,khalti
3920,Anita Rai,Arun Joshi,Pokhara,Pokhara,112.94,36.57,completed,2024-09-04 16:39:42,2024-09-04 17:04:33.325920,4.3,cash
3921,Suresh Magar,Ashok Neupane,Birgunj,Biratnagar,430.17,33.82,completed,2024-06-25 04:56:10,2024-06-25 05:55:07.906149,4.3,cash
3922,Priya Gurung,Kavya Poudel,Hetauda,Kirtipur,222.65,37.43,no_show,2024-07-05 17:50:43,,,esewa
3923,Nisha Bista,Sabina Dahal,Butwal,Kathmandu,687.08,19.56,no_show,2024-11-18 06:59:40,,,cash
3924,Nisha Bista,Dipesh Oli,Biratnagar,Bhaktapur,732.54,41.98,cancelled,2024-02-24 11:39:16,,,card
3925,Rajan Pandey,Rekha Tiwari,Kathmandu,Chitwan,272.51,43.59,completed,2024-07-10 22:15:18,2024-07-10 23:16:13.064460,4.9,card
3926,Suresh Magar,Meena Adhikari,Hetauda,Kathmandu,355.74,38.4,completed,2024-11-01 07:34:19,2024-11-01 07:40:38.849430,3.7,cash
3927,Priya Gurung,Manish Bajracharya,Chitwan,Chitwan,403.89,8.46,no_show,2024-06-17 10:40:19,,,khalti
3928,deepak thapa,Kavya Poudel,Lalitpur,Hetauda,779.72,26.2,no_show,2024-03-09 03:12:41,,,cash
3929,Kabita Lama,Manish Bajracharya,Lalitpur,Lalitpur,300.0,9.49,completed,2024-10-18 02:29:23,2024-10-18 02:58:56.582306,3.1,cash
3930,Rajan Pandey,Sunita KC,Hetauda,Kathmandu,781.14,18.31,completed,2024-05-21 02:15:14,2024-05-21 02:40:53.763164,3.5,cash
3931,Rajan Pandey,Ritu Koirala,Butwal,Kathmandu,494.95,8.83,completed,2024-07-20 23:00:49,2024-07-21 00:12:06.953491,3.4,cash
3932,Priya Gurung,Dipesh Oli,Hetauda,Kathmandu,2699.64,16.52,completed,2024-08-30 13:27:37,2024-08-30 14:32:47.777208,3.4,cash
3933,Priya Gurung,Bijay Yadav,Birgunj,Kathmandu,714.78,41.21,completed,2024-09-20 10:00:48,2024-09-20 10:36:57.012601,2.8,cash
3934,Rajan Pandey,Manish Bajracharya,Kirtipur,Hetauda,190.97,13.6,completed,2024-08-22 04:19:06,2024-08-22 04:33:29.696786,2.7,esewa
3935,Priya Gurung,Sabina Dahal,Kathmandu,Hetauda,356.35,25.96,no_show,2024-09-06 15:11:48,,,card
3936,Bikash Karki,Ashok Neupane,Kirtipur,Hetauda,287.29,33.08,cancelled,2024-10-19 14:56:11,,,card
3937,Suresh Magar,Rohan Shah,Butwal,Kathmandu,531.07,25.1,completed,2024-04-26 20:22:40,2024-04-26 21:07:40.835414,4.6,esewa
3938,Rajan Pandey,Sanjay Maharjan,Hetauda,Biratnagar,629.33,41.88,completed,2024-06-10 23:04:40,2024-06-10 23:26:35.601914,3.3,card
3939,Ramesh Shrestha,Kavya Poudel,Chitwan,Biratnagar,775.38,27.56,completed,2024-04-20 18:31:40,2024-04-20 19:45:47.207062,4.2,cash
3940,Nisha Bista,Arun Joshi,Biratnagar,Birgunj,20.8,7.75,cancelled,2024-09-11 22:27:12,,,
3941,Suresh Magar,Dipesh Oli,Birgunj,Bhaktapur,236.19,28.32,completed,2024-01-13 09:09:16,2024-01-13 09:52:48.964430,2.6,cash
3942,Rajan Pandey,Laxmi Shrestha,Kirtipur,Bhaktapur,146.19,17.74,completed,2024-09-28 11:51:37,2024-09-28 12:30:39.168640,,card
3943,Sita  Tamang,Sabina Dahal,Bhaktapur,Chitwan,472.79,32.87,cancelled,2024-09-24 12:51:03,,,card
3944,Priya Gurung,Sunita KC,Butwal,Hetauda,2583.14,32.72,cancelled,2024-10-05 08:47:19,,,cash
3945,Ramesh Shrestha,Bijay Yadav,Butwal,Kirtipur,721.19,5.95,no_show,2024-10-12 01:44:03,,,esewa
3946,Priya Gurung,Sabina Dahal,Lalitpur,Kirtipur,635.91,24.43,completed,2024-11-17 00:10:09,2024-11-17 00:16:56.642145,2.7,cash
3947,Deepak Thapa,Suman Giri,Pokhara,Chitwan,653.55,15.1,cancelled,2024-11-03 10:12:31,,,
3948,Ramesh Shrestha,Sabina Dahal,Biratnagar,Bhaktapur,766.78,32.64,completed,2024-01-25 22:52:15,2024-01-25 23:41:24.379630,4.5,card
3949,Rajan Pandey,Pratima Hamal,Lalitpur,Hetauda,558.31,17.19,completed,2024-03-21 21:58:18,2024-03-21 22:19:02.986164,4.9,cash
3950,Kabita Lama,Prem Basnet,Butwal,Pokhara,519.1,44.24,cancelled,2024-08-13 07:27:19,,,
3951,Rajan Pandey,Sabina Dahal,Biratnagar,Bhaktapur,263.6,15.67,completed,2024-12-02 20:42:02,2024-12-02 21:59:02.812134,4.3,esewa
3952,Rajan Pandey,Prem Basnet,Chitwan,Bhaktapur,16.29,3.63,cancelled,2024-05-12 05:17:28,,,cash
3953,Sita  Tamang,Prem Basnet,Butwal,Chitwan,274.59,22.84,completed,2024-02-05 03:45:45,2024-02-05 04:06:10.668880,3.7,cash
3954,Nisha Bista,Ashok Neupane,Pokhara,Chitwan,714.3,4.89,cancelled,2024-05-02 08:09:28,,,cash
3955,deepak thapa,Rohan Shah,Lalitpur,Hetauda,720.37,12.81,cancelled,2024-05-01 14:15:37,,,
3956,Kabita Lama,Laxmi Shrestha,Biratnagar,Pokhara,596.07,38.35,no_show,2024-03-23 09:37:42,,,cash
3957,Nisha Bista,Prem Basnet,Kathmandu,Pokhara,108.04,26.73,completed,2024-08-12 11:49:22,2024-08-12 13:04:11.661757,2.9,card
3958,Sita Tamang,Ritu Koirala,Chitwan,Biratnagar,372.6,20.46,no_show,2024-11-06 19:25:09,,,card
3959,Bikash Karki,Prem Basnet,Butwal,Hetauda,321.88,3.28,completed,2024-05-05 20:38:27,2024-05-05 20:55:42.538227,3.0,card
3960,Rajan Pandey,Bina Ghimire,Bhaktapur,Pokhara,196.21,27.47,completed,2024-05-24 02:39:05,2024-05-24 03:40:39.996334,3.5,card
3961,Sita Tamang,Kavya Poudel,Butwal,Hetauda,515.0,14.69,completed,2024-07-17 10:53:48,2024-07-17 11:05:37.671453,5.0,cash
3962,Bikash Karki,Kavya Poudel,Kirtipur,Biratnagar,397.44,17.39,completed,2024-07-24 13:23:17,2024-07-24 13:31:14.591435,3.4,khalti
3963,Suresh Magar,Rohan Shah,Biratnagar,Chitwan,520.26,21.86,no_show,2024-09-25 19:56:04,,,cash
3964,Kabita Lama,Sanjay Maharjan,Hetauda,Pokhara,729.34,43.49,no_show,2024-08-19 04:17:31,,,esewa
3965,Suresh Magar,Niraj Acharya,Chitwan,Kathmandu,573.38,42.43,completed,2024-08-01 03:43:48,2024-08-01 04:06:32.584837,3.6,khalti
3966,Ramesh Shrestha,Ritu Koirala,Bhaktapur,Kathmandu,556.64,16.77,no_show,2024-01-08 19:00:30,,,cash
3967,Rajan Pandey,Rohan Shah,Hetauda,Chitwan,724.44,29.22,completed,2024-04-20 01:48:56,2024-04-20 02:20:22.237643,2.5,card
3968,deepak thapa,Manish Bajracharya,Lalitpur,Chitwan,544.39,3.89,completed,2024-10-25 11:12:51,2024-10-25 12:33:16.325594,4.1,cash
3969,Nisha Bista,Laxmi Shrestha,Kathmandu,Bhaktapur,1000.0,16.27,completed,2024-06-27 09:46:29,2024-06-27 10:52:54.594054,3.7,cash
3970,Deepak Thapa,Suman Giri,Butwal,Pokhara,634.72,13.89,completed,2024-09-08 14:04:32,2024-09-08 14:38:40.300529,2.6,cash
3971,Anita Rai,Bijay Yadav,Birgunj,Bhaktapur,152.66,13.74,cancelled,2024-03-22 21:50:18,,,card
3972,Kabita Lama,Nabin Chand,Bhaktapur,Kathmandu,445.46,4.68,completed,2024-04-06 08:10:17,2024-04-06 09:29:56.359261,3.0,cash
3973,Suresh Magar,Manish Bajracharya,Lalitpur,Bhaktapur,629.54,23.27,completed,2024-01-30 21:26:08,2024-01-30 21:47:34.016251,4.6,cash
3974,Rajan Pandey,Sanjay Maharjan,Bhaktapur,Biratnagar,677.52,4.16,completed,2024-11-07 05:47:35,2024-11-07 06:06:07.242305,2.8,cash
3975,Nisha Bista,Sanjay Maharjan,Bhaktapur,Butwal,674.55,18.98,completed,2024-12-15 12:18:25,2024-12-15 12:47:46.632124,3.5,cash
3976,Priya Gurung,Ashok Neupane,Pokhara,Bhaktapur,526.97,3.5,cancelled,2024-03-31 16:38:16,,,cash
3977,Priya Gurung,Rohan Shah,Biratnagar,Kathmandu,340.35,10.25,cancelled,2024-01-15 00:48:50,,,esewa
3978,Suresh Magar,Arun Joshi,Kirtipur,Kathmandu,81.05,29.99,no_show,2024-09-26 15:36:14,,,khalti
3979,ramesh shrestha,Rekha Tiwari,Bhaktapur,Birgunj,167.85,27.12,completed,2024-07-24 04:36:49,2024-07-24 05:33:15.635630,4.4,cash
3980,Priya Gurung,Meena Adhikari,Bhaktapur,Birgunj,587.88,9.54,completed,2024-09-06 11:21:10,2024-09-06 12:40:44.156463,3.0,card
3981,Suresh Magar,Sabina Dahal,Kirtipur,Bhaktapur,200.0,42.03,completed,2024-03-14 23:18:51,2024-03-15 00:19:23.725718,2.5,cash
3982,Anita Rai,Sabina Dahal,Birgunj,Hetauda,732.12,3.97,completed,2024-06-16 11:11:19,2024-06-16 12:19:00.447103,4.7,khalti
3983,Kabita Lama,Arun Joshi,Lalitpur,Birgunj,253.32,26.75,completed,2024-01-19 16:44:02,2024-01-19 17:31:06.160783,4.1,card
3984,Anita Rai,Laxmi Shrestha,Kathmandu,Birgunj,367.15,37.03,cancelled,2024-04-08 09:15:12,,,cash
3985,Ramesh Shrestha,Niraj Acharya,Kirtipur,Birgunj,290.68,25.53,no_show,2024-12-11 20:16:03,,,esewa
3986,Rajan Pandey,Bina Ghimire,Butwal,Lalitpur,2052.97,21.29,completed,2024-08-11 05:17:01,2024-08-11 06:23:39.170780,4.9,card
3987,Deepak Thapa,Niraj Acharya,Kathmandu,Chitwan,685.52,20.1,completed,2024-03-21 18:05:03,2024-03-21 18:57:34.104278,4.8,card
3988,deepak thapa,Suman Giri,Kathmandu,Bhaktapur,685.81,6.17,completed,2024-08-24 15:56:12,2024-08-24 16:14:17.998220,3.2,cash
3989,Priya Gurung,Rekha Tiwari,Hetauda,Butwal,376.47,16.58,cancelled,2024-12-17 18:54:03,,,esewa
3990,Rajan Pandey,Sabina Dahal,Hetauda,Hetauda,253.49,24.3,cancelled,2024-05-15 00:26:27,,,khalti
3991,Kabita Lama,Kavya Poudel,Birgunj,Bhaktapur,484.51,30.18,completed,2024-09-30 16:37:31,2024-09-30 17:08:29.251100,3.0,khalti
3992,Nisha Bista,Sabina Dahal,Biratnagar,Kathmandu,478.37,42.92,cancelled,2024-04-15 03:47:09,,,cash
3993,Bikash Karki,Rohan Shah,Bhaktapur,Kathmandu,2077.3,35.99,cancelled,2024-09-05 01:26:24,,,card
3994,Bikash Karki,Nabin Chand,Chitwan,Bhaktapur,798.77,18.93,completed,2024-01-15 19:40:58,2024-01-15 20:59:47.767100,3.3,esewa
3995,Deepak Thapa,Bina Ghimire,Kirtipur,Bhaktapur,319.98,2.37,completed,2024-11-20 23:49:43,2024-11-21 01:07:59.910316,5.0,card
3996,Priya Gurung,Sanjay Maharjan,Chitwan,Kirtipur,13.14,39.1,cancelled,2024-02-17 22:57:39,,,
3997,Deepak Thapa,Dipesh Oli,Chitwan,Hetauda,770.66,43.31,completed,2024-03-24 16:00:06,2024-03-24 17:19:06.169611,2.7,card
3998,Anita Rai,Pratima Hamal,Pokhara,Biratnagar,84.86,15.24,cancelled,2024-08-29 06:27:16,,,esewa
3999,Nisha Bista,Prem Basnet,Butwal,Bhaktapur,525.29,11.1,completed,2024-06-28 17:27:17,2024-06-28 18:55:03.516954,3.6,cash
4000,Priya Gurung,Arun Joshi,Lalitpur,Butwal,128.85,11.29,cancelled,2024-08-19 22:55:17,,,cash
4001,Priya Gurung,Nabin Chand,Birgunj,Biratnagar,515.31,38.92,completed,2024-12-26 10:29:55,2024-12-26 10:55:59.249961,2.6,card
4002,Kabita Lama,Rekha Tiwari,Butwal,Birgunj,500.0,10.49,completed,2024-07-02 13:11:16,2024-07-02 13:59:26.627312,,khalti
4003,Bikash Karki,Niraj Acharya,Bhaktapur,Hetauda,466.83,34.72,cancelled,2024-12-22 21:50:18,,,cash
4004,Bikash Karki,Bina Ghimire,Butwal,Bhaktapur,183.84,29.58,completed,2024-02-22 20:03:34,2024-02-22 20:23:58.136479,3.2,cash
4005,Sita Tamang,Sabina Dahal,Lalitpur,Butwal,440.07,5.65,no_show,2024-07-07 07:45:24,,,esewa
4006,Nisha Bista,Bina Ghimire,Kathmandu,Pokhara,613.17,37.74,completed,2024-04-27 13:50:25,2024-04-27 14:43:28.964792,2.5,cash
4007,Sita Tamang,Kavya Poudel,Birgunj,Kirtipur,305.64,12.17,cancelled,2024-12-25 03:14:26,,,
4008,Priya Gurung,Nabin Chand,Birgunj,Hetauda,128.82,32.66,cancelled,2024-03-26 04:11:35,,,
4009,Suresh Magar,Rohan Shah,Birgunj,Chitwan,511.87,39.65,cancelled,2024-07-02 23:09:49,,,
4010,ramesh shrestha,Manish Bajracharya,Lalitpur,Chitwan,296.58,39.89,cancelled,2024-12-17 23:40:20,,,card
4011,Rajan Pandey,Ashok Neupane,Lalitpur,Pokhara,570.76,42.95,completed,2024-12-03 09:59:04,2024-12-03 10:20:58.723931,,cash
4012,Deepak Thapa,Prem Basnet,Hetauda,Biratnagar,533.85,41.65,completed,2024-01-06 16:48:50,2024-01-06 17:34:48.034734,4.2,cash
4013,Bikash Karki,Sunita KC,Kathmandu,Lalitpur,766.17,24.11,no_show,2024-10-27 11:09:36,,,khalti
4014,Nisha Bista,Ashok Neupane,Kathmandu,Chitwan,224.95,25.18,cancelled,2024-03-01 08:11:49,,,cash
4015,Nisha Bista,Nabin Chand,Biratnagar,Bhaktapur,386.34,9.01,no_show,2024-03-07 05:48:29,,,cash
4016,Kabita Lama,Suman Giri,Pokhara,Bhaktapur,214.5,35.67,completed,2024-11-08 11:22:05,2024-11-08 12:32:13.900795,2.6,cash
4017,Kabita Lama,Dipesh Oli,Biratnagar,Butwal,102.82,38.67,completed,2024-10-21 02:49:24,2024-10-21 04:10:43.444008,4.5,card
4018,Nisha Bista,Prem Basnet,Birgunj,Hetauda,452.24,31.16,no_show,2024-01-31 20:34:05,,,cash
4019,ramesh shrestha,Niraj Acharya,Biratnagar,Butwal,1000.0,14.34,cancelled,2024-11-28 08:20:59,,,esewa
4020,Nisha Bista,Ashok Neupane,Hetauda,Lalitpur,625.52,39.92,completed,2024-10-04 20:30:08,2024-10-04 21:55:01.649694,4.0,cash
4021,ramesh shrestha,Bina Ghimire,Butwal,Kathmandu,648.96,3.2,completed,2024-02-04 06:31:40,2024-02-04 07:02:53.936357,4.4,card
4022,ramesh shrestha,Niraj Acharya,Biratnagar,Birgunj,359.08,35.39,completed,2024-02-26 08:21:23,2024-02-26 09:28:26.725323,3.8,cash
4023,deepak thapa,Laxmi Shrestha,Biratnagar,Kathmandu,160.64,44.83,no_show,2024-09-19 04:01:31,,,khalti
4024,Kabita Lama,Rohan Shah,Kirtipur,Chitwan,794.02,43.85,cancelled,2024-11-17 10:45:52,,,cash
4025,Bikash Karki,Pratima Hamal,Lalitpur,Hetauda,529.13,38.34,cancelled,2024-05-14 05:11:45,,,
4026,Sita Tamang,Manish Bajracharya,Hetauda,Bhaktapur,426.26,9.88,completed,2024-08-26 07:41:46,2024-08-26 08:03:26.878079,4.3,esewa
4027,Bikash Karki,Ashok Neupane,Bhaktapur,Chitwan,483.33,29.55,completed,2024-04-25 19:54:16,2024-04-25 20:53:30.501100,4.3,esewa
4028,Anita Rai,Ashok Neupane,Hetauda,Pokhara,685.49,20.42,completed,2024-06-01 22:01:46,2024-06-01 23:21:18.916881,3.7,khalti
4029,Anita Rai,Prem Basnet,Bhaktapur,Kirtipur,544.51,28.66,cancelled,2024-02-04 01:12:42,,,card
4030,Sita  Tamang,Pratima Hamal,Lalitpur,Birgunj,344.14,37.23,completed,2024-10-04 15:38:10,2024-10-04 16:20:41.241377,3.6,cash
4031,Priya Gurung,Nabin Chand,Kathmandu,Hetauda,783.82,29.03,completed,2024-09-30 02:46:14,2024-09-30 04:01:03.990064,,card
4032,Bikash Karki,Bijay Yadav,Butwal,Biratnagar,636.23,37.05,completed,2024-04-20 09:27:23,2024-04-20 09:44:33.854922,3.1,khalti
4033,Suresh Magar,Pratima Hamal,Kirtipur,Butwal,103.43,31.63,completed,2024-04-03 10:44:41,2024-04-03 11:20:38.051482,3.6,khalti
4034,Nisha Bista,Niraj Acharya,Lalitpur,Chitwan,294.37,11.88,completed,2024-03-11 18:06:46,2024-03-11 19:27:23.837522,3.3,cash
4035,Ramesh Shrestha,Sanjay Maharjan,Butwal,Bhaktapur,421.02,39.76,completed,2024-07-07 11:12:39,2024-07-07 11:49:47.640835,3.8,cash
4036,Bikash Karki,Suman Giri,Birgunj,Chitwan,549.94,18.94,completed,2024-03-01 09:51:41,2024-03-01 11:04:58.032250,3.0,cash
